Name,team,salary,position,years,height,weight,bloodType,throw.by,batting.by,birth.place,birth.day,背番号,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,防御率,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
齊藤　大将,Lions,1500,投手,1,178,75,A型,左,左,東京,1995-06-03,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,1,1.12
高木　勇人,Lions,3700,投手,4,178,90,A型,右,右,三重,1989-07-13,20,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,1,1,0,0,0.5,76,16,17,1,9,2,9,14,12,1.63,4.87
十亀　剣,Lions,6e3,投手,7,183,88,O型,右,右,愛知,1987-11-07,21,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,5,7,0,0,0.417,408,95.2,85,10,39,4,66,42,38,1.3,4.45
中塚　駿太,Lions,1200,投手,2,191,103,B型,右,右,茨城,1994-12-26,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,13,2,3,0,4,0,4,4,4,3.5,5.12
野田　昇吾,Lions,1700,投手,3,167,71,A型,左,左,福岡,1993-06-27,23,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86,0,1,1,9,0,98,21,21,3,16,1,21,10,9,1.76,5.41
平井　克典,Lions,1600,投手,2,180,84,A型,右,右,愛知,1991-12-20,25,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1,1,0,8,0.5,128,30,26,8,12,1,32,15,15,1.27,5.75
川越　誠司,Lions,960,投手,3,174,85,A型,左,左,北海道,1993-06-30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
炭谷　銀仁朗,Lions,11e3,捕手,13,181,95,O型,右,右,京都,1987-07-19,27,0.264,29,91,87,23,0,7,0,2,0,17,2,3,0.281,0.333,0.614,2.76,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤原　良平,Lions,850,投手,11,183,78,A型,右,右,兵庫,1986-02-15,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小石　博孝,Lions,1230,投手,7,178,85,A型,左,左,大分,1987-04-13,29,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,1,0,0,0,1,110,25.1,22,3,15,4,10,10,10,1.46,6.12
榎田　大樹,Lions,2700,投手,8,181,89,AB型,左,左,鹿児島,1986-08-07,30,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,7,2,0,0,0.778,308,72.1,66,8,22,9,57,28,25,1.22,4.27
與座　海人,Lions,700,投手,1,173,74,O型,右,右,沖縄,1995-09-15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
永江　恭平,Lions,1200,内野手,7,174,80,B型,右,左,佐賀,1993-05-07,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山川　穂高,Lions,3200,内野手,5,176,108,A型,右,右,沖縄,1991-11-23,33,0.282,84,378,312,88,26,77,0,55,10,81,0,3,0.405,0.599,1.004,8.88,8.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
佐野　泰雄,Lions,1500,投手,4,177,83,B型,左,左,タイ,1993-01-18,34,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38,0,1,0,0,0,47,9.2,15,3,5,2,3,9,9,2.07,8.71
伊藤　翔,Lions,600,投手,1,177,72,A型,右,右,千葉,1999-02-10,36,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,54,12,16,1,1,0,4,8,4,1.42,3.79
岡田　雅利,Lions,2350,捕手,5,173,80,B型,右,右,奈良,1989-06-30,37,0.328,30,65,58,19,3,6,0,3,1,11,3,1,0.371,0.517,0.888,6.69,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
玉村　祐典,Lions,510,投手,4,181,80,A型,右,右,福井,1995-11-04,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
呉　念庭,Lions,750,内野手,3,178,75,AB型,右,左,台湾,1993-06-07,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田村　伊知郎,Lions,750,投手,2,173,80,B型,右,左,兵庫,1994-09-19,40,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,13,3,4,0,0,0,1,0,0,1.33,2.45
相内　誠,Lions,550,投手,6,185,80,B型,右,右,千葉,1994-07-23,41,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,0,1,0,0,0,23,5,4,1,4,1,3,3,3,1.6,7.52
髙橋　朋己,Lions,3550,投手,6,174,90,B型,左,左,静岡,1988-11-16,43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,1,0,1,0,0,2,2,NA,NA
本田　圭佑,Lions,700,投手,3,179,80,A型,右,右,宮城,1993-04-24,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
鈴木　将平,Lions,600,外野手,2,175,75,O型,左,左,静岡,1998-05-20,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
カスティーヨ,Lions,10260,投手,1,185,107,不明,右,右,ドミニカ共和国,1989-02-19,47,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,7,4,3,1,0.636,330,74.1,60,5,45,6,51,38,37,1.41,4.64
武隈　祥太,Lions,7e3,投手,11,180,86,A型,左,左,北海道,1989-11-24,48,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,1,2,0,8,0.333,101,21.2,25,4,13,2,15,17,16,1.75,6.07
豊田　拓矢,Lions,770,投手,5,176,85,O型,右,右,埼玉,1987-03-28,49,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,0,0,0,0,0,7,1.1,2,0,1,0,0,2,2,2.25,5.37
福倉　健太郎,Lions,690,投手,5,176,80,O型,右,右,鹿児島,1991-08-03,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西川　愛也,Lions,700,内野手,1,180,78,A型,右,左,大阪,1999-06-10,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山田　遥楓,Lions,550,内野手,4,179,84,A型,右,右,佐賀,1996-09-30,52,0,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,-2.81,-2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
愛斗,Lions,650,外野手,3,177,87,O型,右,右,大阪,1997-04-06,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ウルフ,Lions,12e3,投手,9,191,104,不明,右,右,アメリカ,1980-11-29,54,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,3,2,0,0,0.6,181,41.1,54,8,11,1,21,29,23,1.57,5.49
秋山　翔吾,Lions,22e3,外野手,8,184,85,A型,右,左,神奈川,1988-04-16,55,0.344,84,399,352,121,14,51,7,43,3,57,0,1,0.419,0.568,0.987,8.92,8.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
金子　一輝,Lions,550,内野手,5,182,75,B型,右,右,神奈川,1995-05-29,56,0.357,6,14,14,5,1,2,0,0,0,3,0,1,0.357,0.643,1,5.37,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
國場　翼,Lions,550,投手,3,181,83,O型,右,左,沖縄,1993-12-05,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
熊代　聖人,Lions,1e3,外野手,8,175,75,O型,右,右,愛媛,1989-04-18,58,0,17,2,2,0,0,0,1,0,0,2,0,0,0,0,0,-0.61,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
南川　忠亮,Lions,860,投手,3,180,87,A型,右,右,香川,1992-01-13,59,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.43,0,0,0,0,0,27,4.2,12,2,3,0,6,9,8,3.21,8.05
中村　剛也,Lions,28e3,内野手,17,175,102,O型,右,右,大阪,1983-08-15,60,0.179,41,159,145,26,9,18,0,12,1,52,0,3,0.245,0.386,0.631,2.88,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
平良　海馬,Lions,600,投手,1,173,84,O型,右,左,沖縄,1999-11-15,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
駒月　仁人,Lions,510,捕手,7,176,93,O型,右,右,京都,1993-04-21,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
綱島　龍生,Lions,500,内野手,1,178,72,A型,右,左,新潟,2000-01-21,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
中田　祥多,Lions,580,捕手,11,182,90,A型,右,右,兵庫,1990-02-22,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
斉藤　彰吾,Lions,1200,外野手,11,179,80,B型,左,左,埼玉,1989-05-14,65,0.349,26,50,43,15,1,4,3,2,3,12,2,1,0.417,0.488,0.905,7.87,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松本　直晃,Lions,500,投手,3,179,84,O型,右,右,兵庫,1990-11-14,66,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,1,0,111,24,29,3,10,1,16,16,16,1.63,4.79
藤田　航生,Lions,500,投手,3,173,75,O型,左,左,青森,1997-12-11,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ヒース,Lions,1925,投手,3,193,112,不明,右,右,アメリカ,1985-08-28,68,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,1,0,0,5,1,59,14.2,9,2,5,0,18,5,5,0.95,3.46
郭　俊麟,Lions,2e3,投手,4,175,73,不明,右,右,台湾,1992-02-02,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
戸川　大輔,Lions,500,外野手,4,188,90,B型,右,左,北海道,1996-04-29,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤澤　亨明,Lions,500,捕手,7,180,83,B型,右,左,長野,1989-11-11,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
坂田　遼,Lions,1200,外野手,10,178,90,A型,右,左,神奈川,1986-10-02,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
メヒア,Lions,5e4,内野手,5,198,118,不明,右,右,ベネズエラ,1985-12-02,99,0.221,43,129,113,25,6,12,0,13,3,28,0,2,0.318,0.416,0.734,4.56,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
高木　渉,Lions,300,外野手,1,180,77,B型,右,左,福岡,1999-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
齊藤　誠人,Lions,300,捕手,1,180,89,A型,右,左,北海道,1995-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島井　寛仁,Eagles,650,外野手,6,174,70,A型,右,両,沖縄,1990-06-19,0,0,39,8,8,0,0,0,4,0,0,4,0,1,0,0,0,-3.64,-3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
松井　裕樹,Eagles,14e3,投手,5,174,74,A型,左,左,神奈川,1995-10-30,1,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81,2,6,2,6,0.25,142,31,32,2,18,1,40,20,20,1.61,3.12
吉持　亮汰,Eagles,1200,内野手,3,175,68,AB型,右,右,大阪,1993-11-04,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岡島　豪郎,Eagles,4400,外野手,7,176,82,B型,右,左,群馬,1989-09-07,4,0.194,72,196,175,34,3,12,1,18,0,38,3,4,0.269,0.309,0.578,2.46,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
茂木　栄五郎,Eagles,6400,内野手,3,171,75,O型,右,左,東京,1994-02-14,5,0.24,81,333,296,71,5,16,10,30,0,65,6,1,0.309,0.324,0.633,3.72,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
藤田　一也,Eagles,11e3,内野手,14,175,75,O型,右,左,徳島,1982-07-03,6,0.257,74,235,202,52,3,11,0,13,3,13,16,3,0.311,0.342,0.652,3.34,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
今江　年晶,Eagles,2e4,内野手,17,180,89,B型,右,右,京都,1983-08-26,8,0.292,76,286,264,77,7,37,0,17,2,56,0,9,0.336,0.424,0.76,4.67,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
オコエ　瑠偉,Eagles,1400,外野手,3,185,90,O型,右,右,東京,1997-07-21,9,0.17,28,52,47,8,1,3,0,2,1,13,2,1,0.22,0.34,0.56,2.03,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
岸　孝之,Eagles,3e4,投手,12,180,77,A型,右,右,宮城,1984-12-04,11,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,8,1,0,0,0.889,431,113,82,16,17,3,111,31,28,0.88,3.47
近藤　弘樹,Eagles,1500,投手,1,186,96,B型,右,右,広島,1995-06-27,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,0,2,0,0,0,45,9.2,12,2,5,1,5,6,6,1.76,6.33
岩見　雅紀,Eagles,1200,外野手,1,187,108,A型,右,右,滋賀,1994-07-10,13,0,7,14,14,0,0,0,0,0,0,8,0,1,0,0,0,-3.23,-3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
則本　昂大,Eagles,25e3,投手,6,178,82,A型,右,左,滋賀,1990-12-17,14,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,5,8,0,0,0.385,439,105.2,97,11,30,1,113,44,42,1.2,3.19
美馬　学,Eagles,8e3,投手,8,169,75,O型,右,左,茨城,1986-09-19,15,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,2,6,0,0,0.25,320,74,83,12,22,2,37,40,38,1.42,5.16
森　雄大,Eagles,800,投手,6,184,74,AB型,左,左,福岡,1994-08-19,16,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,0,0,0,0,0,41,9.1,9,1,8,0,4,3,3,1.82,6.23
塩見　貴洋,Eagles,3800,投手,8,182,77,A型,左,左,大阪,1988-09-06,17,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,2,1,0,0,0.667,149,38,33,5,2,2,34,15,14,0.92,3.36
藤平　尚真,Eagles,1800,投手,2,185,85,O型,右,右,千葉,1998-09-21,19,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1,3,0,0,0.25,145,30,27,4,24,3,29,19,17,1.7,5.52
安樂　智大,Eagles,2e3,投手,4,186,87,A型,右,左,愛媛,1996-11-04,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
釜田　佳直,Eagles,2300,投手,7,177,77,A型,右,右,石川,1993-10-26,21,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53,0,0,0,1,0,67,12.2,14,1,14,2,9,12,12,2.21,6.04
戸村　健次,Eagles,2e3,投手,9,185,76,B型,右,右,埼玉,1987-10-20,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,0,0,7,1,3,1,1,0,0,2,2,4,19.12
聖澤　諒,Eagles,3750,外野手,11,179,72,B型,右,左,長野,1985-11-03,23,0.186,18,47,43,8,0,2,0,2,1,15,1,0,0.239,0.209,0.448,1.39,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
三好　匠,Eagles,1e3,内野手,7,174,75,A型,右,右,福岡,1993-06-07,24,0.128,49,45,39,5,0,0,0,3,0,10,3,2,0.19,0.179,0.37,-0.2,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
田中　和基,Eagles,1300,外野手,2,181,75,A型,右,両,福岡,1994-08-08,25,0.297,47,195,175,52,8,26,12,17,0,44,2,1,0.358,0.463,0.82,6.34,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
渡辺　直人,Eagles,1500,内野手,12,173,73,AB型,右,右,茨城,1980-10-15,26,0.259,48,66,54,14,0,9,0,8,2,11,2,1,0.375,0.37,0.745,5.14,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
小野　郁,Eagles,500,投手,4,175,67,AB型,右,右,福岡,1996-10-23,28,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0,0,0,38,9,9,1,3,2,8,4,4,1.33,4.45
石橋　良太,Eagles,700,投手,3,175,77,A型,右,左,大阪,1991-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山下　斐紹,Eagles,1060,捕手,8,179,93,A型,右,左,北海道,1992-11-16,29,0.214,16,29,28,6,0,1,0,1,0,6,0,1,0.241,0.25,0.491,1.35,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
池田　隆英,Eagles,1200,投手,2,181,85,B型,右,右,佐賀,1994-10-01,30,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,1,5,0,4,0.167,206,42.2,60,4,21,0,24,33,28,1.9,4.55
枡田　慎太郎,Eagles,1900,外野手,13,178,80,AB型,右,左,京都,1987-07-08,32,0.444,10,11,9,4,2,4,0,0,1,1,0,0,0.455,1.111,1.566,17.91,18.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
銀次,Eagles,1e4,内野手,13,174,78,A型,右,左,岩手,1988-02-24,33,0.251,81,306,267,67,3,25,1,30,3,33,5,2,0.332,0.341,0.673,4.29,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
山﨑　剛,Eagles,1e3,内野手,1,173,74,AB型,右,左,福岡,1995-12-29,34,0.091,11,11,11,1,0,0,1,0,0,3,0,0,0.091,0.091,0.182,-0.91,-0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
島内　宏明,Eagles,5500,外野手,7,180,75,B型,左,左,石川,1990-02-02,35,0.257,45,200,171,44,6,22,7,23,3,17,2,3,0.354,0.404,0.757,5.14,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
内田　靖人,Eagles,700,内野手,5,185,86,O型,右,右,福島,1995-05-30,36,0.209,28,76,67,14,4,7,0,8,1,31,0,1,0.303,0.433,0.735,4.41,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
嶋　基宏,Eagles,1e4,捕手,12,179,82,A型,右,右,岐阜,1984-12-13,37,0.217,78,244,212,46,0,19,1,20,1,66,11,3,0.288,0.269,0.556,2.38,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
西宮　悠介,Eagles,1600,投手,5,180,80,A型,左,左,茨城,1991-05-01,38,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,25,6.1,1,0,6,1,6,0,0,1.11,4.54
下妻　貴寛,Eagles,700,捕手,6,186,85,B型,右,右,山形,1994-04-15,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ウィーラー,Eagles,2e4,内野手,4,178,100,不明,右,右,アメリカ,1987-01-16,40,0.26,59,230,208,54,5,20,3,17,3,54,0,9,0.322,0.356,0.678,3.63,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
青山　浩二,Eagles,2e3,投手,13,180,80,B型,右,右,北海道,1983-08-12,41,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2,0,0,8,1,112,28.2,19,2,9,2,24,8,7,0.98,3.4
ハーマン,Eagles,1e4,投手,2,193,100,不明,右,左,アメリカ,1984-05-30,42,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,1,1,11,10,0.5,122,32,20,2,10,1,35,4,4,0.94,2.68
宋　家豪,Eagles,440,投手,3,185,92,不明,右,左,台湾,1992-09-06,43,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,2,2,0,4,0.5,53,12.1,10,3,6,0,12,5,5,1.3,5.31
足立　祐一,Eagles,1800,捕手,3,178,83,A型,右,右,東京,1989-09-22,44,0.133,19,17,15,2,0,0,0,1,0,2,1,1,0.188,0.133,0.321,-0.49,-0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
菅原　秀,Eagles,1200,投手,2,183,78,O型,右,左,大阪,1994-04-05,45,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,0,0,0,0,0,81,19.2,14,3,13,0,16,13,13,1.37,5.46
濱矢　廣大,Eagles,950,投手,5,185,78,A型,左,左,奈良,1993-02-27,46,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,0,0,0,0,0,41,9.2,9,1,4,0,8,4,4,1.34,4.05
渡邊　佑樹,Eagles,1e3,投手,1,183,85,A型,左,左,山梨,1995-11-08,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
